name,comment,star,source,label
Hóa,xin chào mọi người qua thời_gian sử_dụng sản_phẩm sa mà ung a50 được 1tháng 10 ngày em có một_vài nhận_xét như sau thứ nhất về nhược_điểm chước về giá_thành để so_sánh về giá theo em thấy sản_phẩm sa mà ung a50 so với hãng khác gọi là trên trời dưới đất vì sa mà ung a50 qúa đắt gần gấp đôi so với hãng khác trên thị_trường bán con bò mua được sa mà ung galasy a50 đó còn du lến 3tr về goại hình nếu tầm 7tr thì khung vỏ toàn bằng nhựa thì sẽ kém phần sang_trọng nhiều hãng khác tầm 5tr dã có_mặt lưng kính khung nhôm mặt chước không có nổi_bật so với hãng khác rất rễ nhầm_lẫn về hiển_thị nếu màn bị hư thấy thế sẽ là cả vấn_đề thấy được cái màn_hình a50 sẽ mua được cái xaomi remix không 32g nếu xem phim thuyết mình phụ_đề trên youtube nếu phóng toàn màn_hình sẽ bị mất giòng phụ_đề bên dưới về cpu hay cấu_hình đi qúa thất_vọng chíp 97 đó không nhớ rõ em mua về để chơi game nhưng ai gờ chơi liên_quân mobile qúa lag và giật giật kinh vãi chưởng luôn ping lên tầm 90 coi như phải gọi là sống_chết mặc bay luôn rồi những hãng khác chíp sngan gì đó lên 200 ping vẫn chơi được còn thua con ok lên gần 200 ping vẫn chiến được chỉ hơi lag síu thôi mua về chiến game để leo rank ai_ngờ hoá_ra là đeo xuống rank pubg lag gật khỏi phải bàn nếu chọn a50 để chiến game chắc sẽ là cơn ác_mộng và sẽ là mega los hay lên màn_hình chính game liên_quân sa mà ung a50 thua 20 trận ai đó cho ván thắng nào đó là game phổ_biến mình hay chơi bây_giờ mình chơi con điện_thoại iphon 6s kgo giám động tớia 50 về bảo_mật mọi người thấy thế_nào về nhận_diện khuôn_mặt qúa là nhạy luôn_chơi chốn tìm thì qúa đỉnh đeo nón cũng nhận ra được và đeo khẩu trả ng cũng phát_hiện ra được luôn cái này phối_hợp với 113 hay 911 thì không có tên tội_phạm nguy_hiểm_nào chốn thoát đôi lúc thằng em trả giơ lên chước mặt tạch phát mở khoá luôn nếu cảnh_sát mà cầm sa mà ung a50 đi bắt_tội_phạm có khi bắt nhầm em trả hay anh trả cũng_nên còn vân tay tay thì qúa tờ fac luôn nhập vân tay cùng ngón ra ngoài khoá để mở 10 lần xịt lến có khi 10 luôn rất mất thời_gian sóng rất kém lướt wep hay bị treo sóng_sánh kém mọi người thấy không thi_thoảng hay bị mất sim phải khởi_động lại máy mới có sim trở_lại camera nếu chụp thiếu sáng hay ánh nắng yếu sẽ cho bạn bức ảnh gần đen trắng pim 4000ma mà hơi tụt nhanh về ưu_điểm đi được cái nếu chụp đủ sáng rất chi là sắt nét sạc nhanh đầy loa to cầm nắm rất là thích không bị cấn tay vò cạnh làm bo tròn sau đây là bài đánh_giá của mình sau khi sử_dụng sản_phẩm sa mà ung a50 rút ra được bài_học sản_phẩm đắt thiếu sang_trọng cấu_hình ngoại_hình kém bán con bò mới mua được em nó hối_hận nhiều khi đã mua đọc kỹ chước khi mua cũng như chước khi sử_dụng,1,tgdd,0
Quốc Huy,thực_sự mà nói sao vẫn có người chê nhỉ pin trâu camera ổn cấu_hình tốt trong mức giá máy đẹp có duy_nhất nhược_điểm là màn_hình cứng mức_độ nên nếu mà sát mạnh vẫn xước,5,tgdd,2
Văn Đông,nói_chung là mọi thứ ok môi nhân_điện vân tay quá kém quét đến lần mà cũng không được,3,tgdd,1
Trần Thịnh,sản_phẩm tốt vân tay cài vân tay trên cùng ngón sẽ nhận nhanh hơn camera trước hơi ảo,4,tgdd,2
Trung,mọi thứ đều ok camera mức_độ trung_bình khá chơi game tạm ổn vân tay không nhạy lắm nhưng được cái mở khoá khuôn_mặt rất nhanh,5,tgdd,2
Vũ Hồng Sơn,dùng loạn cảm_ứng nhiều bấm chữ không chạy loạn chữ cơ_bản không mà dùng chán máy_sa mà ung dòng mà_tệ,1,tgdd,0
Lê Kim Bảo Châu,rất tuyệt_vời positive positive positive positive positive positive positive positive positive không còn bằng a50 thiết_kế đệp sang dễ sử_dụng positive positive,5,tgdd,2
Vo Van Thong,mình mới mua tgd thấy về wifi và 4g mạnh hơn máy iphone đang dùng mà sao nhiều người bảo yếu,5,tgdd,2
Lương Công Đỉnh,máy tốt khá ổn trong tầm giá thiết_kế đẹp sang_trọng tuy_nhiên phần camera sau khá thất_vọng dù bắt sáng tốt với live focus và góc rộng nhưng ảnh lại có chất_lượng khá kém phóng ra nát không tưởng_tượng được theo cá_nhân thấy con j2 prime có_thể ăn khoảng phóng ảnh này nhân_viên phục_vụ tận_tình vui_vẻ rất ưng_ý,5,tgdd,2
Trương Duy Mẫn,thiết_kế đẹp dễ sử_dụng nhưng có số điểm sau đây làm mình không hài_lòng sau tháng sử_dụng trợ_lý ảo hay ghi nhầm mặc_dù mình nói với tốc_độ vừa phải cảm_ứng đôi lúc bị loạn khiến mình rất khó_chịu,3,tgdd,1
Mai,mơi mua được hôm đánh_giá chung là hài_lòng trong tầm giá máy chạy mượt ít nóng pin ổn cho ngày sử_dụng camera chụp hơi ảo tí,4,tgdd,1
Vũ NhậT Quang,mua máy được vài ngày vân tay thì phải thường_xuyên lâu sạch chỗ chạm và lúc đăng_ký nên nhấn_mạnh tí cho nó nhận rõ và lúc xài cũng_nên nhấn giữ mạnh tí đừng mạnh quá kẻo hư màn_hình camera thì vô seting chọn đầy_đủ thì chi_tiết lên ok hơn mình không chơi game nên bỏ_qua phần hiệu_năng pin ok xài thoải_mái ngày máy tuy hơi nóng mà cơ_bản khá ổn,5,tgdd,2
Huy,dùng đựoc 6ngày 3g 4g bắt sóng yếu độ trễ cao còn lại đều chấp_nhận được camera selfie không qúa ảo pin dùng tạm ổn đuợc cái sạc pin nhanh chơi game thì cũng ngon có màn_hình amoled thích mắt nói_chung ok,4,tgdd,1
Dao,máy dùng ngon màn đẹp tất_cả không vấn_đề gì ngắt hết kết_nối để qua đêm pin tụt có không hiểu sao các bạn đánh_giá thấp vậy ra siêu thích xem hàng chất_lượng hơn hản huawei xiaomi,5,tgdd,2
Phương Lan,máy ok ngon dùng được đã mua thế_giới di_động bình long nhân_viên tận_tình hơn cả tâm_tình positive,5,tgdd,2
Phương,tuy không hài_lòng về dòng máy lắm nhưng chỉ đánh_giá về nhân_viên nhiệt_tình vui vẽ rất ok,5,tgdd,2
Phương,cảm_ứng vân tay 1sao vì nhập cả chục lần mới vào được có lúc phải nhập mk đôi lúc máy đơ không hiểu lí_do camera thì cho sao chơi game tiết_kiệm pin tốt nhưng vào khá chậm nói_chung theo ý_kiến tôi chỉ đạt sao phân khúc 6990 000đ,3,tgdd,1
Võ Tấn Phú,máy dùng rất ok thiết_kế đẹp tất_cả điều ok tầm giá_như vậy là tuyệt_vời rồi mình mua gò dầu nhân_viên đây dễ_thương và nhiệt_tình,5,tgdd,2
Nguyên,máy thiết_kế đẹp tất_cả điều ok còn vân tay như_vậy là được rồi không như mọi người chê,5,tgdd,2
Hiền,pin tụt nhanh chụp hình buổi tối bị nhoè wifi 4g hơi yếu nhân_viên dễ_thương nhiệt_tình,5,tgdd,2
Nguyễn Như Nghĩa,dùng rất ok luôn ai chưa mua thì mua đi nhé mình mua điện_máy xanh ayunpa gia lai nhân_viên đây tư_vấn rất nhiệt_tình,5,tgdd,2
Thi,nhận_xét cá_nhân pin mình dùng 24h rồi mất 45 chơi trận lq xem youtube tầm 2h còn lại khám_phá máy camera ổn về vân tay quang_học thì nên chạm rồi lăn đầu ngón tay tí sẽ được tiền nào của đó thôi,5,tgdd,2
Pham Nhung,chụp hình nhoè qúa xấu cùng triệu nhưng chụp hình qúa tệ thú cả điện_thoại triệu,1,tgdd,0
Manh,a50 bắt sóng 3g 4g qúa kém những máy khác cùng cường_độ sóng chơi game tốt còn a50 mình mới mua thì tịt,1,tgdd,0
Nguyễn Quốc Quân,đề_nghị sa mà umg cải_thiện vân tay vân tay ít nhận còn lại ok cho sao ủng_hộ,5,tgdd,2
Nguyễn Hải,máy này tệ nhất phần loa loa trong và ngoài bật lớn bị rung mặt sau máy làm cầm rất khó_chịu vì thân máy làm bằng nhựa cấu_hình thì máy xài hơi giật nhưng chấp_nhận được chơi game không mượt,2,tgdd,0
Tùng,có anh_em nào dùng rồi quay camera đằng buổi tối bị vỡ hình nhoè ko có phải máy mình bị hay a50 cái nào cũng thế,3,tgdd,1
Sinh Lê,pin trâu chơi game bao mượt luôn còn máy ông la vân tay chậm thì đúng mọi người rồi vân tay quang_học mà đòi nhanh như vân tay siêu_âm,5,tgdd,2
Nguyễn Thị Ngọc Giàu,mình mua máy nay được ngày ròi camera và pin điều ok về vân tay thì mình nghĩ là do máy anh_chị_em mình dùm chưa quen và cứ nói máy lỗi này_nọ mình thì thấy khá ổn với tầm giá này pin thì dùng được ngày nhân_viên tư_vấn nhiệt_tình vui_vẻ trừ trước tới nay mình luôn mua rất nhiều sản_phẩm tại thế_giới di_động,5,tgdd,2
Đặng Nhật Hào,điện_thoại như chơi có game không mà cũng lag máy pin xài thì mau hết cảm_ứng vân tay thì không ăn,1,tgdd,0
Nguyễn Văn Hậu,pin nhanh hết vân tay rở không tả nổi mới mua ngày_nay tệ hơn a5 phần_mềm_thua a5 2016,1,tgdd,0
Trần Tuyến,chơi game toàn mất_mạng hay bị đơ máy pin thì nhanh hết qúa vân tay bấm 10 phát máy ra trúng được phát haiz lỗi qúa,2,tgdd,0
Phạm Văn Hải,không hiểu sao mạng 3g xài được chúc hoặc bỏ_qua đêm là chuyển về 2g phải tắt nguồn mở máy lại mới nổi lên ban_đầu tưởng là tại nhà mạng nên đổi sim nhà mạng khác vào sử_dụng vẫn y_như vậy không lẻ mỗi lần nó chuyên về chạy rất là chậm rồi phải tắt máy khởi_động lại hay sao mong thế_giới di_đông trả_lời cho tôi biết nguyên_nhân không thì đổi máy khác,1,tgdd,0
Đăng Bắc,mình thấy như vậy này máy pin tốt dùng mượt camera ổn cái vân tay trong ma nhắn_tin hình không phải là chậm mà các bác dùng chưa quen nên không dùng nhanh thôi em dùng đến ho9m thứ hai là không trượt phát nào em mia có triệu đỏi hỏi gì nữa,5,tgdd,2
Dương Hợp,mình mua sản_phẩm sa mà ung lần này là lần thứ5 nhưng đến con này thật_sự thất_vọng về sa mà ung cảm_ứng không nhạy bắt sóng wifi và 4g cực kém máy lỗi đổi máy khác cũng có lỗi mình quyết_định tẩy_chay sa mà ung luôn,1,tgdd,0
Anh,đã chuyển từ a50 sang a6 xài còn ngon hơn a50 sai_lầm khi mua a50 khuyên chân_thành các bạn đừng nên mua a50 như mình phí tiền đem bực vào người vân tay bấm 10 phát không ăn phát nào pin tụt nhanh hơn tụt quần loa thì choé không chuẩn nhựa nguyên khối là biết rồi chuyển qua a6 rẻ mà thơm kim_loại nguyên khối chắc_tay loa ngon pin đã vân tay nhạy facebook book zalo game 3d sóng wifi 4g mình thấy ổn hơn a50 mình nói sai câu không làm người nhé người dùng a50 rồi chia_sẻ,1,tgdd,0
Trần Vân An,đây là nhận_xét của mình khi sử_dụng a50 cái tệ thứ nhất vân tay trong màn_hình có cho vui nhiều lúc tức muốn đập đt thà để vân tay một chạm ngoài màn_hình còn ngon hơn cái thứ phần_mềm không được tối_ưu mở ap delay nhẹ mới vào kể_cả ap của máy_cái thứ máy_ảnh có cải_tiến cái thứ chip mạnh nhưng không tối_ưu thứ pin trâu màn_hình nịnh mắt độ sáng ổn thứ về loa loa to nhưng khi mở max volume âm_thanh bị vỡ,3,tgdd,0
Đình Vũ,vân tay ít nhạy mình thì không chơi game chỉ chơi zingplay sử_dụng tầm 10ph máy nóng lên hơi thất_vọng về a50,3,tgdd,0
Lưu Quang Quốc Đại,giới_thiệu chi tiếc làm_việc nhanh gọn rõ_ràng nhân_viên lịch_sự vui_vẻ giao_tiếp nhiều với kh hướng_dẫn tỉ mĩ,5,tgdd,2
Nguyễn Hoàng Anh,xài được gần tháng máy có màn_hình đẹp camera ngon one ui mượt có_điều vân tay chậm nên cài vân tay 123 ngón thì nhanh hơn vẫn chậm tạm được máy hơi nóng dù chỉ zlo yt pin cũng ok nhưng mau tụt so với con_số 4k am bắt sóng 4g rất kém xài đôi_khi bị đơ phải restart lại mà xài được tiếp 2l oy hơi thất_vọng bàn_phím nhảy tứ_tung hog hiểu do nhập hay bị nên tìm_hiểu trc khi mua máy nói_chung tạm chấp_nhận được,3,tgdd,1
Tìnhnguyễn,mình thấy dùng cũng ok giá cũng tốt tuy_nhiên vân tay hơi kém nhưng với mức giá này thì có_thể chấp_nhận được đặc_biệt thái_độ nhân_viên tư_vấn rất tốt,5,tgdd,2
Đỗ Văn Chung,khuyên những anh_em nào có ý_định mua em này thì nên cân_nhắc máy nhanh hết pin vân tay không nhạy dù đã cài cái ngón bắt sóng khá kém mình mới mua nhưng thật_sự thất_vọng về khoảng pin của em này máy nhanh hết pin kinh_khủng và lưu_ý ae nào mua để chơi lq hay aog thì mua máy khác vì vào game cảm_ứng hay bị đơ chơi rất ưc chế,2,tgdd,0
Linh,máy sài_êm rất tốt chỉ mỗi_tội hay bị đơ còn mọi thứ ok chụp hình đẹp mỏng nhẹ máy chị nhân_viên phục_vụ tốt thái_độ lịch_sự hòa nhã rất thích,5,tgdd,2
Tuấn,cảm_nhận đầu_tiên về điểm trừ là sóng 4g qúa kém và vân tay qúa tù hình_như sinh ra vân tay để test kiểu vân tay dưới màn_hình cho thế_hệ sau vậy,4,tgdd,1
Kiệt,tất_cả những a50 mạng lại là sự an_toàn ưu_điểm màn_hình rất đẹp camera rất nét ổn cho mọi người có_thể trải nghiệm lâu_dài hiệu_năng khá ổn trong tầm giá pin max trâu khoảng ngày rưỡi hơn nên cỏ thể yên_tâm về phần_cứng và phần_mềm bên trong khuyết_điểm tuy_nhiên phần thiết_kế bên ngoài là điểm trừ lớn nhất mặt lưng màu đen khá nhàm và thật_sự xấu tiếc vì đã bỏ_qua p30 lite nói_chung mọi thứ a50 đem lại sẽ ổn đối_với hs trung_học trong năm cấp tới ngoại_trừ thiết_kế bên ngoài,5,tgdd,2
Anh Đào,mình mua gần được tháng cảm_thấy pin dùng ok mà ta camera đẹp vân tay hơi kém với giá tiền như_vậy thì cũng ok rồi,4,tgdd,1
Huy,tất_cả đều tốt nhưng thu sóng qúa kém thua cả cái redmi 4x 3tr7 vừa mua xong vào nhà là không chơi liên_quân được,4,tgdd,1
A Khoa,máy này có cái bực_mình là khi mình để trong túi màn_hình tự mở gây máy nóng và mau hao pin mặc_dù mình không để cảm_biến vân tay và mở chức_năng tránh mở_màn_hình khi để trong túi chưa có cách khắc_phục lỗi này,2,tgdd,0
Lê Nhật Linh,như vậy camera đẹp không camera net chup dep pin sử_dụng tốt sạc đủ tiếng lần lúc mới mua vân tay tạm được 4g tệ,4,tgdd,1
Duy Tuấn,pin con này trâu vậy_mà vẫn không hiểu tại_sao các bạn dùng kiểu gì lại kêu pin yếu được,5,tgdd,2
Thúy Vy,tuyêt vời mình mua màu trắng thương_hiệu nổi_tiếng mẫu đẹp cấu hinh ổn mua hôm 18 04,5,tgdd,2
Trần Thanh Tuấn,tôi mua máy về dùng thì xảy ra lỗi treo màn_hình không thao_tác được gì mặc_dù tôi sử_dụng máy rất ít hôm trước có đến đổi máy thì nhân_viên cập_nhật phần_mềm và bảo về dùng theo_dõi thêm và khi về vẫn xuất_hiện tình_trạng treo rất nặng tôi đã quay lại clip và hôm_nay tôi đến yêu_cầu đổi và cho nhân_viên xem clip nhưng nhân_viên không cho tôi đổi với lí_do nhiều máy bị như_vậy cập_nhật phần_mềm là được tôi không hiểu thế_giới di_động làm_ăn kiểu gì qủang cáo thì đổi cho sản_phẩm lỗi mà đi lần vẫn chẳng được đổi thế_giới di_động đang làm_khó bắt_bẻ khách_hàng đây sao cần câu trả_lời,1,tgdd,0
Nguyen Trong Nghia,tuyệt_vời pin trâu mới mua ngày xài ok mượt chụp ảnh nét pin đánh liên_quan 30 trận liên tụt chưa hết,5,tgdd,2
Đạt Tôn,a50 máy_quét vân tay hơi bị chậm thêm điểm trừ nữa là màng hình hơi dài máy có chức_năng hơi lu_bu không như_ý_muốn,3,tgdd,0
Huỳnh,máy xài ok mỗi tội vân tay siêu_âm độ nhảy hơi kém với mức giá này thì chấp_nhận được,4,tgdd,1
Nguyễn Thế Trường,xài được tháng máy chạy mượt_mà các game và ứng_dụng pin ổn xài được hơn một ngày các tác vụ game và giải_trí ok,5,tgdd,2
Đặng Nhật Hào,máy xài rất mượt êm pin trâu nhưng chơi game thì hơi nóng camera êm sắt nét âm_lượng lớn nhưng có đều mình sai hơi lag không hiểu tại_sao cảm_ứng êm nhạy dành cho bạn nào không biết thì mình cứ lưu vào dấu vân ray của mình thì cảm_ứng sẻ mượt hơn tầm trung mà được như thế này thì ok rồi,4,tgdd,1
